Manufacturer,Year,Fuel,Transmission,Price
Subaru,2011,Gas,Automatic,8995
Subaru,2007,Gas,Automatic,1500
Lexus,2012,Gas,Automatic,11995
Toyota,2012,Gas,Automatic,8995
BMW,2012,Gas,Automatic,14895
GMC,2006,Gas,Automatic,8500
Honda,2012,Gas,Automatic,12995
Subaru,2012,Gas,Automatic,8995
Ford,2011,Gas,Automatic,12995
Jeep,2012,Gas,Automatic,8995
Subaru,2011,Gas,Automatic,7495
Subaru,2012,Gas,Automatic,7450
Dodge,2015,Gas,Automatic,11250
Subaru,2014,Gas,Manual,12850
Chrysler,2004,Gas,Automatic,3999
GMC,2010,Gas,Automatic,4000
Ford,2010,Gas,Automatic,7499
Chevrolet,2015,Gas,Automatic,30900
Hyundai,2017,Gas,Automatic,9995
Honda,2008,Gas,Automatic,7995
Ford,2015,Gas,Automatic,19000
Honda,2018,Gas,Other,23300
Hyundai,2016,Gas,Automatic,13900
Volkswagen,2016,Gas,Automatic,20400
Ford,2013,Gas,Other,22900
Subaru,2012,Gas,Automatic,8995
Chevrolet,2009,Gas,Other,28900
BMW,2014,Gas,Other,23000
Ford,2013,Gas,Other,24600
Ford,2011,Gas,Automatic,5999
Mercedes-Benz,2017,Gas,Automatic,26400
Toyota,2013,Gas,Automatic,9888
Chevrolet,2013,Gas,Automatic,23500
Ford,2012,Gas,Automatic,6500
Buick,2011,Gas,Automatic,6800
Subaru,2008,Gas,Automatic,3995
Mazda,2006,Gas,Manual,7190
Toyota,2008,Hybrid,Automatic,5790
Ford,2005,Diesel,Automatic,12900
Nissan,2011,Gas,Automatic,5000
Ford,2013,Diesel,Automatic,33900
Audi,2006,Gas,Automatic,5000
Mercury,2002,Gas,Automatic,2950
,2009,Gas,Automatic,22900
Chevrolet,2018,Gas,Automatic,39950
BMW,2006,Gas,Manual,6500
Kia,2010,Gas,Automatic,4488
Ford,2016,Gas,Automatic,28700
Chevrolet,2015,Gas,Automatic,26000
Chevrolet,2013,Gas,Other,23200
Nissan,2017,Gas,Other,18700
Kia,2015,Gas,Automatic,10250
Chevrolet,2012,Gas,Automatic,10800
Nissan,2019,Gas,Other,23300
Ford,2014,Gas,Automatic,28900
Nissan,2014,Gas,Other,18600
Ford,2018,Gas,Automatic,32700
Chevrolet,2011,Other,Automatic,19900
Chevrolet,2019,Gas,Automatic,47991
Ford,2016,Other,Other,21900
Ram,2015,Gas,Other,28900
Toyota,2015,Other,Automatic,29000
Toyota,2018,Gas,Other,31000
Toyota,2013,Gas,Other,23400
Ram,2018,Gas,Other,31900
GMC,2015,Gas,Automatic,26000
Toyota,2018,Gas,Other,24900
Chevrolet,2018,Gas,Other,35200
Chevrolet,2016,Gas,Other,20100
Toyota,2017,Gas,Automatic,38500
Ford,2004,Gas,Automatic,5500
Ford,2014,Gas,Automatic,22900
Chevrolet,2012,Gas,Automatic,15750
Ford,2016,Gas,Other,28300
Ford,2015,Gas,Other,26700
GMC,2014,Other,Automatic,31200
Chevrolet,2015,Gas,Other,21400
GMC,2015,Other,Automatic,42100
Toyota,2015,Gas,Other,24600
Ford,2016,Other,Automatic,34900
Ford,2017,Other,Automatic,29900
Dodge,2009,Gas,Automatic,2650
Chevrolet,2017,Gas,Automatic,26700
Ram,2017,Other,Other,31100
Ram,2017,Gas,Other,27500
Chevrolet,2015,Gas,Automatic,33000
Toyota,2012,Gas,Other,26500
Ford,2014,Diesel,Automatic,44900
Toyota,2019,Gas,Other,28400
Ford,2016,Gas,Automatic,26600
Hyundai,2013,Gas,Manual,11000
Chevrolet,2014,Gas,Automatic,298
Nissan,2017,Gas,Automatic,189
Ram,2007,Gas,Automatic,349
Ford,2017,Gas,Automatic,19900
GMC,2014,Other,Automatic,28100
GMC,2014,Gas,Other,25900
Ford,2014,Gas,Other,27500
Volkswagen,2017,Gas,Automatic,24400
Nissan,2019,Gas,Other,21500
Chevrolet,2017,Gas,Other,19700
Chevrolet,2017,Gas,Other,23600
Toyota,2015,Gas,Other,26300
Ram,2015,Other,Other,26100
Volkswagen,2015,Gas,Automatic,17300
Ford,2017,Gas,Other,21400
Toyota,2015,Gas,Automatic,27300
Nissan,2013,Gas,Other,17800
Toyota,2018,Gas,Other,25300
Chevrolet,2018,Gas,Other,17000
Chevrolet,2012,Gas,Other,23400
GMC,2012,Other,Other,28600
Chevrolet,2019,Gas,Other,24200
Toyota,2015,Gas,Other,21500
Mazda,2018,Gas,Other,22600
Chevrolet,2019,Gas,Other,23200
Honda,2010,Gas,Automatic,10500
Kia,2016,Gas,Other,13700
Chevrolet,2015,Gas,Automatic,37400
Jeep,2016,Gas,Other,14700
Chevrolet,2016,Gas,Other,25900
Toyota,2017,Gas,Other,26400
Jeep,2019,Gas,Other,21100
Ford,2013,Gas,Other,24300
Chevrolet,2016,Gas,Other,14900
Toyota,2017,Gas,Other,27600
Ford,2017,Diesel,Automatic,44200
Ford,2017,Gas,Automatic,23100
Nissan,2018,Gas,Other,21400
Ford,2018,Other,Automatic,24100
Ford,2013,Diesel,Automatic,22800
Toyota,2017,Gas,Other,27300
Cadillac,2017,Gas,Other,22700
Ford,2013,Gas,Other,24800
Jeep,2017,Gas,Automatic,15400
Ford,2017,Gas,Automatic,14300
Ford,2017,Gas,Automatic,14800
Audi,2016,Gas,Automatic,22500
Hyundai,2018,Gas,Other,15500
Hyundai,2017,Gas,Automatic,17400
Mazda,2014,Gas,Other,18000
Volkswagen,2015,Gas,Automatic,16300
Hyundai,2017,Gas,Automatic,17300
Ford,2017,Gas,Other,28400
Fiat,2019,Gas,Other,27900
Chevrolet,2013,Gas,Other,23500
Jeep,2017,Gas,Automatic,15200
Ford,2018,Gas,Automatic,29900
Audi,2010,Gas,Automatic,21900
Mazda,2012,Gas,Other,16500
Kia,2017,Gas,Automatic,16800
Chevrolet,2017,Gas,Other,21400
BMW,2017,Gas,Automatic,28100
Mazda,2015,Gas,Other,17000
Fiat,2019,Gas,Other,23900
Kia,2017,Gas,Automatic,15900
Chevrolet,2016,Gas,Other,14900
Buick,2016,Gas,Automatic,15500
Ford,2015,Gas,Automatic,15300
Ford,2018,Gas,Automatic,14700
Ford,2017,Gas,Automatic,14400
Hyundai,2017,Gas,Automatic,15900
Nissan,2019,Gas,Other,22500
Chevrolet,2014,Gas,Automatic,24600
Ram,2016,Gas,Other,34900
Buick,2017,Gas,Automatic,16000
Ford,2017,Gas,Automatic,18800
Nissan,2019,Gas,Other,23700
Hyundai,2019,Gas,Other,27400
Chevrolet,2016,Gas,Automatic,25400
Chrysler,2013,Gas,Other,17000
Chevrolet,2017,Gas,Other,24800
Nissan,2011,Gas,Automatic,19400
Mazda,2018,Gas,Other,23000
Nissan,2019,Gas,Other,21900
Subaru,2018,Gas,Other,25400
Chevrolet,2017,Gas,Other,22300
Mercedes-Benz,2017,Gas,Automatic,28800
Chevrolet,2018,Gas,Other,25300
Ford,2017,Gas,Automatic,16500
Ford,2017,Gas,Automatic,18600
Toyota,2016,Gas,Other,29300
Subaru,2017,Gas,Automatic,11798
Honda,2017,Gas,,16599
Toyota,2014,Other,Other,31700
Ford,2016,Gas,Automatic,17400
Toyota,2013,Gas,Automatic,22795
Ford,2017,Gas,Automatic,14900
Buick,2017,Gas,Automatic,18400
GMC,2016,Gas,Other,16400
GMC,2017,Gas,Other,16400
Ram,2013,Gas,Automatic,7200
Nissan,2005,Gas,Automatic,5600
Buick,2016,Gas,Other,19600
Jeep,2007,Gas,Automatic,3600
Ford,2005,Gas,Automatic,4600
Subaru,2008,Gas,Automatic,5000
Chevrolet,2015,Gas,Automatic,38988
Dodge,2000,Gas,Automatic,700
Ford,2012,Gas,Other,19900
Ford,2013,Gas,Automatic,5600
Ford,2013,Gas,Automatic,5600
Ford,2013,Gas,Automatic,5600
Ford,2014,Gas,Automatic,5600
Toyota,2011,Gas,Automatic,14000
Chevrolet,2006,Gas,Automatic,3400
Chevrolet,2007,Gas,Automatic,3200
Chevrolet,2008,Gas,Automatic,6800
Chevrolet,2012,Gas,Automatic,3400
Toyota,2005,Gas,Automatic,7999
Ford,2015,Gas,Other,21900
Acura,2001,Gas,Automatic,3400
Nissan,2010,Gas,Automatic,10699
Chevrolet,2017,Gas,Other,18900
Kia,2017,Gas,Automatic,17900
Ford,2015,Gas,Automatic,15600
Ford,2014,Gas,Other,20300
Dodge,2018,Gas,Other,16400
Toyota,2016,Other,Automatic,32100
BMW,2013,Gas,Other,22000
Ram,2017,Other,Other,23300
Ford,2015,Gas,Manual,18999
Audi,2014,Gas,Automatic,12699
Chevrolet,2016,Gas,Other,19100
Ford,2016,Other,Other,25700
Chevrolet,2018,Gas,Automatic,27700
Ford,2016,Gas,Automatic,19000
BMW,2016,Gas,Automatic,23800
BMW,2016,Gas,Automatic,21000
Toyota,2006,Gas,Automatic,5950
Nissan,2012,Gas,Automatic,4600
Ford,2016,Gas,Automatic,19300
Buick,2016,Gas,Automatic,14900
Hyundai,2017,Gas,Automatic,16900
BMW,2016,Gas,Automatic,23800
Chevrolet,2018,Gas,Automatic,27700
GMC,2017,Gas,Other,21900
Buick,2017,Gas,Other,18900
Jeep,2017,Gas,Other,16900
Hyundai,2019,Gas,Other,24400
Ford,2013,Gas,Automatic,5999
Buick,2016,,Automatic,14998
Ford,2004,Gas,Automatic,4999
Buick,2017,Gas,Other,18900
Chevrolet,2016,Gas,Automatic,18488
BMW,2016,Gas,Automatic,23800
Jeep,2013,Gas,Automatic,20500
Hyundai,2017,Gas,Automatic,12088
Nissan,2016,Gas,Manual,6500
,2009,Gas,Automatic,500
Hyundai,2015,Gas,Automatic,11000
Chevrolet,2018,Gas,Other,14900
Toyota,2016,Gas,Other,12900
Ford,2014,Gas,Automatic,17337
Ford,2016,Gas,Automatic,14499
,2006,Gas,Automatic,11999
Mercedes-Benz,2010,Gas,Automatic,10995
Kia,2019,Gas,Other,16000
Chevrolet,2016,Gas,Other,14900
Nissan,2015,Gas,Automatic,15200
Chevrolet,2017,Other,Other,16700
Hyundai,2019,Gas,Other,15400
Honda,2015,Gas,Automatic,13900
Lexus,2017,Gas,Automatic,21900
Chevrolet,2016,Gas,Other,14600
Ford,2017,Gas,Automatic,13200
Kia,2016,Gas,Other,11900
Lincoln,2002,Gas,Automatic,2100
Volkswagen,2013,Gas,Automatic,12400
Nissan,2017,Gas,Automatic,12500
Nissan,2017,Gas,Automatic,17900
Chevrolet,2016,Gas,Other,13400
Chevrolet,2018,Gas,Other,15200
Nissan,2017,Gas,Automatic,12900
Mini,2015,Gas,Automatic,14100
Toyota,2018,Gas,Other,13400
Toyota,2014,Gas,Other,15300
Kia,2018,Gas,Other,13400
Chevrolet,2017,Gas,Other,14600
Hyundai,2017,Gas,Automatic,18400
Hyundai,2012,Gas,Automatic,11800
Kia,2016,Gas,Automatic,12200
Mercedes-Benz,2016,Gas,Automatic,19900
Hyundai,2015,Gas,Automatic,12200
Infiniti,2017,Gas,Automatic,21900
Infiniti,2017,Gas,Automatic,21100
Nissan,2015,Electric,Other,11800
Chevrolet,2017,Gas,Other,15500
Subaru,2018,Gas,Automatic,20900
Hyundai,2016,Gas,Automatic,11100
Kia,2015,Gas,Other,12400
Toyota,2016,Gas,Automatic,16900
Kia,2015,Gas,Automatic,13100
Chevrolet,2014,Hybrid,Other,15900
Nissan,2018,Gas,Automatic,13100
Volkswagen,2017,Gas,Automatic,14500
Chevrolet,2016,Gas,Other,14200
Chevrolet,2018,Gas,Other,15000
Chrysler,2015,Gas,Other,19800
Volkswagen,2014,Gas,Automatic,14900
Toyota,2018,Gas,Other,14700
Kia,2019,Gas,Other,16600
Hyundai,2013,Gas,Automatic,13400
Hyundai,2016,Gas,Automatic,13400
Nissan,2017,Gas,Automatic,16300
Nissan,2015,Gas,Automatic,14200
Mini,2011,Gas,Other,12900
Kia,2019,Gas,Other,16500
Toyota,2018,Gas,Other,19200
Subaru,2017,Gas,Automatic,17900
Kia,2018,Gas,Other,12400
Mini,2016,Gas,Automatic,17200
Nissan,2018,Gas,Automatic,14900
Ford,2018,Gas,Other,19900
BMW,2015,Gas,Automatic,21100
Toyota,2015,Other,Automatic,17900
Toyota,2010,Hybrid,Automatic,12400
Kia,2015,Gas,Manual,6999
Hyundai,2017,Gas,Automatic,15500
Ford,2019,Gas,Other,19600
Ford,2018,Gas,Automatic,12300
Chevrolet,2014,Gas,Other,11600
Nissan,2018,Gas,Automatic,17000
Toyota,2014,Gas,Automatic,13000
Hyundai,2014,Gas,Automatic,12600
Volkswagen,2015,Gas,Automatic,12300
Kia,2016,Gas,Automatic,16900
Buick,2017,Gas,Other,15300
Chrysler,2014,Gas,Other,15300
Toyota,2019,Gas,Automatic,13995
Ford,2008,Diesel,Automatic,32000
Mazda,2017,Gas,Automatic,19000
Chrysler,2016,Gas,Other,14000
Ford,2018,Gas,Automatic,11900
Lexus,2016,Gas,Other,22900
Ford,2015,Gas,Automatic,13800
Toyota,2016,Gas,Automatic,16000
Honda,2018,Gas,Automatic,17300
Buick,2012,Gas,Automatic,12500
Volkswagen,2015,Gas,Automatic,11900
Dodge,2017,Gas,Other,20700
Jeep,2018,Gas,Other,19700
Chevrolet,2012,Gas,Other,14200
Chevrolet,2013,Gas,Other,12400
Chevrolet,2014,Gas,Automatic,15000
BMW,2014,Gas,Other,17600
Chevrolet,2006,Gas,Automatic,5850
Hyundai,2013,Gas,Automatic,9995
Mazda,2007,Gas,Automatic,5200
Toyota,2015,Gas,Automatic,8775
Ford,2013,Gas,Automatic,12500
Ford,2010,Gas,Automatic,14900
Dodge,2012,Gas,Automatic,6150
Ford,2010,Gas,Automatic,17500
Dodge,2010,Gas,Automatic,4150
Chevrolet,2016,Gas,Automatic,25300
Ford,2015,Gas,Automatic,13800
Ram,2014,Gas,Other,22400
Ford,2017,Gas,Automatic,28900
Ford,2015,Gas,Other,21900
Chevrolet,2006,Gas,Automatic,10500
Ford,2018,Gas,Other,19900
Lexus,2017,Gas,Automatic,21900
Chevrolet,2014,Other,Automatic,7950
Cadillac,2006,Gas,Automatic,4000
Ford,2007,Gas,Automatic,8999
Chevrolet,2013,Gas,Automatic,5500
Ford,2016,Other,Other,25700
BMW,2014,Gas,Other,17600
Chevrolet,2004,Gas,Automatic,4000
Ford,2017,Gas,Automatic,36000
Ford,2001,Gas,Automatic,5995
Kia,2016,Gas,Automatic,14800
Cadillac,2013,Gas,Automatic,8500
Nissan,2016,Diesel,Automatic,38000
Honda,2013,Gas,Manual,11500
Chevrolet,2015,Gas,Other,25300
Ford,2013,Other,Other,20800
Toyota,2013,Gas,Other,26800
Toyota,2018,Gas,Other,24900
Ford,2017,Gas,Automatic,34700
Nissan,2017,Gas,Other,26900
Ford,2013,Gas,Other,24900
Chevrolet,2014,Other,Automatic,26800
Toyota,2013,Gas,Automatic,30200
Nissan,2018,Gas,Other,19500
Ford,2017,Gas,Automatic,26900
Toyota,2017,Gas,Other,25900
Ford,2015,Gas,Other,37300
Toyota,2012,Gas,Other,20900
Ford,2016,Gas,Other,28900
Chevrolet,2018,Gas,Other,33900
Toyota,2000,Gas,Manual,2100
GMC,2014,Gas,Automatic,1316134911
Chevrolet,2019,Gas,Other,18900
Ram,2009,Gas,Automatic,5500
Chevrolet,2016,Gas,Other,18500
Ford,2018,Gas,Automatic,29400
Ford,2017,Gas,Automatic,31300
Toyota,2014,Gas,Other,34900
Chevrolet,2014,Gas,Other,25000
Mazda,2011,Gas,Automatic,6995
Ford,2005,Gas,Automatic,850
Nissan,2016,Gas,Automatic,6999
Acura,2012,Gas,Automatic,10299
Jeep,2006,Gas,Automatic,6400
Ford,2012,Gas,Automatic,14000
Buick,2016,Gas,Automatic,14400
Hyundai,2017,Gas,Automatic,15900
Chevrolet,2018,Gas,Other,16400
Jeep,2016,Gas,Other,17700
Dodge,2017,Gas,Automatic,18900
Hyundai,2017,Gas,Automatic,17000
Hyundai,2018,Gas,Automatic,16400
Hyundai,2017,Gas,Automatic,19900
Ford,2013,Gas,Other,21500
Ford,2018,Gas,Automatic,22400
Toyota,2014,Gas,Automatic,21400
Hyundai,2017,Gas,Automatic,15200
Nissan,2016,Gas,Automatic,13900
Mercedes-Benz,2009,Gas,Manual,9200
Honda,2006,Gas,Automatic,4800
Ford,2016,Gas,Automatic,29700
Toyota,2015,Gas,Automatic,27500
Toyota,2015,Gas,Automatic,31500
Chevrolet,2015,Gas,Other,24400
Toyota,2016,Gas,Automatic,26900
Toyota,2015,Gas,Other,18600
Chevrolet,2018,Gas,Automatic,31900
Chevrolet,2015,Gas,Automatic,27400
Ford,2016,Gas,Other,27500
Ram,2013,Gas,Other,20300
Ram,2018,Gas,Other,27900
GMC,2016,Gas,Automatic,36400
Ford,2011,Gas,Automatic,1
Chevrolet,2012,Gas,Automatic,4500
Toyota,2011,Gas,Other,20500
Ford,2014,Other,Automatic,24500
Chevrolet,2016,Gas,Other,29000
Ford,2015,Gas,Other,35700
Chevrolet,2015,Gas,Automatic,21595
Volvo,2010,Gas,Automatic,3500
Hyundai,2012,Gas,Automatic,3975
Chevrolet,2010,Gas,Automatic,6500
Ford,2018,Gas,Automatic,16400
GMC,2018,Gas,Automatic,19500
Ford,2018,Gas,Automatic,16500
Chevrolet,2018,Gas,Other,17700
Dodge,2018,Gas,Other,17000
Kia,2017,Gas,Automatic,17100
Kia,2017,Gas,Automatic,15600
Jeep,2017,Gas,Other,20500
Hyundai,2018,Gas,Other,19300
Volkswagen,2017,Gas,Automatic,17200
Buick,2016,Gas,Automatic,16600
Kia,2017,Gas,Automatic,16900
Chevrolet,2017,Gas,Automatic,16900
Hyundai,2017,Gas,Automatic,15900
Chevrolet,2008,Gas,Automatic,8990
Ford,2016,Gas,Automatic,13600
Buick,2018,Gas,Automatic,15000
Toyota,2018,Gas,Other,19500
Buick,2016,Gas,Automatic,15400
Chevrolet,2015,Gas,Other,26000
Ford,2013,Gas,Other,27100
Chevrolet,2018,Gas,Other,37000
Ram,2012,Diesel,Other,42900
Ford,2013,Gas,Other,28800
Chevrolet,2018,Gas,Automatic,27500
Chevrolet,2014,Other,Automatic,23800
Nissan,2019,Gas,Other,22900
Nissan,2018,Gas,Other,28000
Toyota,2016,Other,Automatic,27700
Ford,2017,Diesel,Automatic,39700
Ram,2018,Gas,Other,27600
Ram,2014,Gas,Other,22500
Toyota,2014,Gas,Other,22900
Ford,2018,Gas,Automatic,61200
Ford,2017,Gas,Automatic,26700
Dodge,2013,Gas,Automatic,14999
Chevrolet,2007,Diesel,Automatic,26000
Ford,2013,Diesel,Automatic,31795
Ram,2003,Gas,Automatic,6000
Ford,2002,Diesel,Automatic,3000
Ford,2016,Gas,Other,21600
Toyota,2018,Gas,Other,25100
GMC,2015,Other,Automatic,43000
Chevrolet,2012,Other,Other,25900
Chevrolet,2016,Gas,Other,16400
Ford,2017,Gas,Automatic,14600
Kia,2014,Gas,Other,14700
Acura,2007,Gas,Automatic,4400
Ford,2018,Gas,Automatic,14900
Kia,2019,Gas,Other,22600
Ford,2017,Gas,Automatic,14300
Mercedes-Benz,2013,Gas,Automatic,13495
,2009,Gas,Automatic,500
Ford,2015,Diesel,Automatic,32500
Hyundai,2013,Gas,Automatic,347
GMC,2015,Gas,Automatic,32600
Nissan,2017,Diesel,Other,28000
Ford,2016,Gas,Automatic,23900
GMC,2014,Gas,Automatic,35400
Chevrolet,2006,Gas,Manual,4000
Chevrolet,2006,Gas,Manual,4000
Infiniti,2012,Gas,Automatic,11877
Chrysler,2013,Gas,Automatic,16999
Toyota,2008,Gas,Automatic,12590
Ford,2017,Gas,Automatic,12590
Ram,2016,Diesel,Automatic,25000
Chevrolet,2017,Gas,Automatic,15700
Buick,2018,Gas,Automatic,15600
Ford,2019,Gas,Other,41600
Ford,2016,Gas,Automatic,27400
Ford,2013,Gas,Other,23700
Nissan,2017,Gas,Other,33300
Hyundai,2013,Gas,Automatic,16300
Kia,2019,Gas,Automatic,22900
Ford,2016,Gas,Other,25500
Ford,2015,Gas,Other,29100
Kia,2017,Gas,Automatic,16000
Hyundai,2018,Gas,Automatic,15500
Ford,2016,Other,Other,29400
Dodge,2016,Gas,Automatic,15400
Dodge,2018,Gas,Automatic,294
Chevrolet,2018,Gas,Other,26000
Ford,2016,Gas,Automatic,239
Ford,2016,Gas,Automatic,319
Ford,2016,Diesel,Automatic,28000
Infiniti,2016,Gas,Automatic,269
Chrysler,2016,Gas,Automatic,294
Nissan,2018,Gas,Other,27300
Ford,2017,Gas,Automatic,18300
Chevrolet,2016,Gas,Automatic,26000
Ford,2017,Gas,Automatic,25500
Chevrolet,2018,Gas,Automatic,29200
GMC,2015,Gas,Other,23000
BMW,2011,Gas,Automatic,13900
Jeep,2018,Other,Other,19600
Ford,2012,Gas,Other,21700
GMC,2017,Other,Other,16500
Nissan,2018,Gas,Other,27300
Ford,2014,Gas,Other,21600
Chevrolet,2016,Gas,Automatic,25500
Ford,2012,Gas,Other,21700
Honda,2005,Gas,Automatic,4500
Chevrolet,2016,Gas,Other,14000
Honda,2013,Hybrid,Automatic,8500
Hyundai,2017,Gas,Automatic,12900
Toyota,2006,Gas,Manual,6500
Toyota,2014,Gas,Other,13900
Nissan,2017,Gas,Automatic,17000
Toyota,2017,Gas,Other,14900
Kia,2018,Gas,Other,13900
Honda,2019,Gas,Automatic,20000
Ford,2007,Gas,Automatic,2800
Cadillac,2015,Gas,Other,20300
Hyundai,2013,Gas,Automatic,11700
Volkswagen,2014,Diesel,Automatic,14700
Jeep,2017,Gas,,32477
Infiniti,2017,Gas,Automatic,22400
Nissan,2019,Gas,Automatic,14800
Mercedes-Benz,2016,Gas,Automatic,19900
Hyundai,2013,Gas,Automatic,12000
Chevrolet,2017,Gas,Other,14900
Toyota,2017,Gas,Automatic,29100
Chevrolet,2017,Gas,Other,13800
Nissan,2017,Gas,Automatic,13500
Honda,2014,Gas,Automatic,15500
BMW,2015,Electric,Other,18800
Nissan,2015,Gas,Automatic,13200
Nissan,2016,Gas,Automatic,13300
Nissan,2015,Gas,Automatic,13500
Kia,2018,Gas,Other,14500
Nissan,2019,Gas,Automatic,14900
Nissan,2014,Gas,Automatic,11900
Subaru,2014,Gas,Automatic,17900
Infiniti,2015,Other,Automatic,16100
Nissan,2019,Gas,Automatic,13400
Nissan,2017,Gas,Automatic,14900
Hyundai,2018,Gas,Automatic,13400
Ram,2017,Gas,Other,25700
Toyota,2018,Gas,Other,27100
Subaru,2013,Gas,Automatic,13600
Nissan,2018,Gas,Automatic,18100
Nissan,2018,Gas,Automatic,12700
Toyota,2018,Gas,Automatic,38250
Nissan,2017,Gas,Automatic,19900
Chevrolet,2015,Gas,Automatic,12100
Buick,2014,Gas,Automatic,13700
Hyundai,2017,Gas,Automatic,12900
Volkswagen,2019,Gas,Other,17200
Lincoln,2011,Gas,Other,12700
Toyota,2012,Gas,Other,13600
Volkswagen,2017,Gas,Automatic,15700
Ford,2015,Gas,Automatic,12400
Volkswagen,2017,Gas,Other,18700
Volkswagen,2019,Gas,Other,16100
Ford,2012,Gas,Other,12600
Infiniti,2017,Gas,Automatic,22300
Chevrolet,2015,Hybrid,Automatic,13500
Infiniti,2016,Gas,Automatic,21000
Dodge,2000,Gas,Automatic,3200
,2014,Electric,Other,9200
Mitsubishi,2013,Gas,Automatic,7999
Nissan,2016,Gas,Automatic,15900
Ford,2016,Gas,Automatic,13900
Kia,2016,Gas,Automatic,14100
Honda,2017,Gas,Automatic,18400
Subaru,2016,Gas,Automatic,20700
Toyota,2013,Gas,Automatic,11800
Nissan,2017,Gas,Automatic,17900
Volkswagen,2014,Diesel,Automatic,13300
Volkswagen,2013,Gas,Other,14900
Chevrolet,2018,Gas,Other,14900
Ford,2016,Gas,Automatic,12200
Ram,2014,Gas,Other,16900
Subaru,2017,Gas,Automatic,19800
Chevrolet,2017,Gas,Other,14900
Chevrolet,2016,Gas,Other,17600
Ford,2014,Gas,Other,13500
Ford,2013,Gas,Other,11700
Kia,2016,Gas,Automatic,12500
Honda,2016,Gas,Automatic,18200
Toyota,2015,Gas,Other,15000
Chevrolet,2016,Gas,Other,14500
Dodge,2016,Gas,Automatic,17900
Hyundai,2017,Gas,Automatic,13800
Ford,2012,Gas,Automatic,8600
Dodge,2016,Gas,Automatic,19400
Kia,2016,Gas,Automatic,12200
Toyota,2015,Gas,Other,13000
Mini,2016,Gas,Other,17000
Nissan,2018,Gas,Automatic,14600
Volkswagen,2014,Diesel,Automatic,13900
Hyundai,2016,Gas,Automatic,15000
Honda,2006,Gas,Automatic,6500
Buick,2012,Gas,Automatic,15900
Jeep,2013,Gas,Automatic,10550
Kia,2015,Gas,Automatic,13100
Volkswagen,2014,Gas,Automatic,12400
Volkswagen,2014,Gas,Automatic,12400
Nissan,2019,Gas,Automatic,14800
Nissan,2019,Gas,Automatic,13400
Volvo,2007,Gas,Automatic,7900
Jeep,2017,Gas,Other,20900
Jeep,2018,Gas,Other,17500
Honda,2012,Gas,Other,16500
Jeep,2017,Gas,Other,20900
GMC,2015,Gas,Other,23000
Nissan,2013,Gas,Automatic,17999
Ford,2010,Gas,Automatic,10999
Toyota,2010,Hybrid,Automatic,6774
,2004,Diesel,Other,45000
Nissan,2000,Gas,Automatic,2900
Volkswagen,2003,Gas,Manual,1750
Chevrolet,2005,Gas,Automatic,2700
Nissan,2000,Gas,Automatic,2900
Pontiac,2005,Gas,Automatic,3950
Hyundai,2011,Gas,Automatic,6999
Volvo,2007,Gas,Automatic,3990
Cadillac,2005,Gas,Automatic,3500
Toyota,2014,Gas,Automatic,21000
Chevrolet,2011,Gas,Automatic,9950
Ford,2009,Gas,Automatic,9500
Ford,2017,Gas,Automatic,17100
Hyundai,2017,Gas,Automatic,16800
Nissan,2011,Gas,Automatic,4900
Lincoln,2000,Gas,Automatic,4350
BMW,2011,Gas,Automatic,7999
Dodge,2015,Gas,Other,20900
Chevrolet,2017,Gas,Automatic,16000
Ford,2018,Gas,Automatic,16700
Cadillac,2005,Gas,Automatic,3650
Chevrolet,2017,Gas,Other,25500
Nissan,2019,Gas,Other,24000
Toyota,2017,Gas,Automatic,30200
Nissan,2016,Gas,Other,18300
,2013,Diesel,Automatic,40000
Pontiac,2009,Gas,Automatic,4399
Ram,2016,Gas,Other,24900
Nissan,2012,Gas,Other,18200
GMC,2015,Other,Automatic,29900
Audi,2011,Gas,Automatic,22100
BMW,2016,Gas,Automatic,22400
BMW,2015,Gas,Automatic,21000
Toyota,2012,Gas,Other,28400
Chevrolet,2013,Other,Other,20200
Ford,2016,Gas,Other,28000
Ford,2017,Gas,Other,21800
Mazda,2012,Gas,Other,16400
Nissan,2013,Gas,Other,23300
Nissan,2017,Gas,Other,36500
Ford,2015,Gas,Other,24700
Chevrolet,2014,Gas,Automatic,11990
Toyota,2017,Other,Automatic,34900
Toyota,2017,Gas,Other,26800
Chevrolet,2014,Gas,Automatic,26900
Ram,2016,Gas,Other,25200
Kia,2006,Gas,Automatic,4200
Nissan,2013,Gas,Automatic,4500
Chevrolet,2016,Gas,Other,19100
BMW,2016,Gas,Automatic,28800
Dodge,2017,Gas,Other,20700
Cadillac,2013,Gas,Other,16400
Toyota,2013,Gas,Other,23900
GMC,2018,Diesel,Other,34700
Ford,2013,Gas,Other,20300
GMC,2014,Other,Automatic,27900
Chevrolet,2013,Gas,Other,23600
GMC,2018,Gas,Other,26700
Buick,2001,Gas,Automatic,3999
Ford,2016,Other,Other,29500
Toyota,2014,Other,Other,34900
Ford,2015,Gas,Other,26100
Chevrolet,2019,Gas,Other,29300
Nissan,2019,Gas,Other,33700
Toyota,2018,Gas,Other,32800
Ford,2011,Gas,Manual,8700
Ford,2011,Gas,Automatic,4120
Ram,2015,Gas,Automatic,18999
Toyota,2009,Gas,Automatic,8900
Ford,2011,Gas,Automatic,5900
Ford,2006,Gas,Automatic,6797
